id,categoryId,date,qty,rate,amount,paymentTypeId,description,createdBy,modifiedBy,createdAt,modifiedAt,isNotDeleted,expenseReportId,receiptId,vendorName,orgId,tax
61,16,2021-03-01,1.0000,1000.0000,1000.0000,1,Ashwini,"X Viswanathan Anand","X Viswanathan Anand","2021-03-02 09:07:20","2021-03-02 09:07:26",0,61,27,NULL,1,0.0000
62,16,2021-03-02,1.0000,1100.0000,1100.0000,1,Service3,"Subash Chandrabose","X Viswanathan Anand","2021-03-02 11:46:16","2021-03-02 12:00:55",1,62,NULL,NULL,1,0.0000
63,12,2021-03-02,1.0000,500.0000,500.0000,7,Service3,"SX achin Tendulkar","SX achin Tendulkar","2021-03-02 13:25:13","2021-03-02 13:25:22",0,63,NULL,NULL,1,0.0000
64,16,2021-03-02,1.0000,100.0000,100.0000,1,Ashwini,"SX achin Tendulkar","SX achin Tendulkar","2021-03-02 13:29:37","2021-03-02 13:29:52",1,64,78,NULL,1,0.0000
65,13,2021-03-01,1.0000,522.0000,522.0000,3,Devi,"SX achin Tendulkar","SX achin Tendulkar","2021-03-02 13:29:38","2021-03-02 13:29:44",0,65,NULL,NULL,1,0.0000
66,12,2021-03-02,1.0000,11795.0000,11795.0000,1,Service2,"X Pooja Jashwitha","X Pooja Jashwitha","2021-03-02 14:16:30","2021-03-02 14:16:38",1,66,NULL,NULL,1,0.0000
67,12,2021-03-02,1.0000,500.0000,500.0000,1,Service4,"X Pooja Jashwitha","X Pooja Jashwitha","2021-03-02 14:34:30","2021-03-03 05:52:48",1,67,81,NULL,1,0.0000
68,15,2021-04-08,1.0000,5000.0000,5000.0000,3,Test,"X Sathesh Kumar","X Sathesh Kumar","2021-04-08 11:02:22","2021-04-08 11:15:14",0,68,NULL,NULL,1,0.0000
69,14,2021-04-08,1.0000,50000.0000,50000.0000,3,"Test 3214","X Sathesh Kumar","X Sathesh Kumar","2021-04-08 11:11:38","2021-04-08 11:15:29",0,69,98,NULL,1,0.0000
70,15,2021-04-09,1.0000,333.0000,333.0000,7,test,"X Sathesh Kumar","X Sathesh Kumar","2021-04-09 06:08:26","2021-04-09 06:40:57",1,70,100,NULL,1,0.0000
71,16,2021-05-26,1.0000,66.0000,66.0000,7,Expense,"X Mary Robinson","X Mary Robinson","2021-05-26 09:51:35","2021-05-26 09:58:18",0,71,103,NULL,1,0.0000
72,16,2021-05-26,1.0000,1.0000,1.0000,7,Expense,"X Mary Robinson","X Mary Robinson","2021-05-26 11:11:20","2021-05-26 11:13:34",0,72,NULL,NULL,1,0.0000
73,16,2021-05-26,1.0000,1.0000,1.0000,7,Expense,"X Mary Robinson","X Mary Robinson","2021-05-26 11:47:07","2021-05-27 09:32:24",1,73,108,NULL,1,0.0000
74,13,2021-06-11,1.0000,10000.0000,10000.0000,3,Monitor,"Pooja Venkat","Pooja Venkat","2021-06-11 10:02:23","2021-06-11 10:03:17",0,74,109,NULL,1,0.0000
75,14,2021-06-11,1.0000,10000.0000,10000.0000,1,"Monitor expense","Pooja Venkat","Pooja Venkat","2021-06-11 10:07:51","2021-06-15 08:33:21",1,75,110,NULL,1,0.0000
76,16,2021-06-15,1.0000,5000.0000,5000.0000,1,"New Laptop Adaopter","Pooja Venkat","Pooja Venkat","2021-06-15 08:35:37","2021-06-15 08:35:49",1,76,111,NULL,1,0.0000
77,16,2021-06-15,1.0000,5000.0000,5000.0000,1,"New Laptop Adaopter","Pooja Venkat",NULL,"2021-06-15 15:05:46","2021-06-15 15:05:46",1,77,112,NULL,1,0.0000
78,17,2021-06-15,1.0000,20000.0000,20000.0000,7,Monitor,"X Viswanathan Anand",NULL,"2021-06-15 15:11:33","2021-06-15 15:11:33",1,78,NULL,NULL,1,0.0000
79,17,2021-06-30,1.0000,1200.0000,1200.0000,1,Testing,"Satheesh Kumar",NULL,"2021-06-30 05:35:18","2021-06-30 05:35:18",1,79,113,NULL,1,0.0000
80,16,2021-07-06,1.0000,10000.0000,10000.0000,1,"Onsite Expense","Pooja Venkat","X Viswanathan Anand","2021-07-06 06:25:16","2021-07-06 06:37:09",1,80,114,NULL,1,0.0000
81,16,2021-07-06,1.0000,5000.0000,5000.0000,1,Food,"Pooja Venkat","X Viswanathan Anand","2021-07-06 06:41:32","2021-07-06 06:42:15",1,81,NULL,NULL,1,0.0000
82,16,2021-07-06,1.0000,16000.0000,16000.0000,1,Travel,"Pooja Venkat","Pooja Venkat","2021-07-06 06:48:02","2021-07-06 06:48:18",1,82,NULL,NULL,1,0.0000
83,12,2021-07-06,1.0000,16000.0000,16000.0000,1,"Travel to UK","Pooja Venkat",NULL,"2021-07-06 06:49:51","2021-07-06 06:49:51",1,83,NULL,NULL,1,0.0000
84,16,2021-08-14,1.0000,1200.0000,1200.0000,1,test,"X Abinash K","X Abinash K","2021-08-14 04:14:53","2021-08-14 04:15:26",1,84,NULL,NULL,1,0.0000
85,16,2021-08-14,1.0000,1200.0000,1200.0000,1,test,"X Abinash K","X Abinash K","2021-08-14 04:16:28","2021-08-14 04:17:57",1,85,NULL,NULL,1,0.0000
86,16,2021-08-15,1.0000,1200.0000,1200.0000,1,test,"X Abinash K","X Abinash K","2021-08-15 00:28:28","2021-08-15 00:36:59",1,86,NULL,NULL,1,0.0000
87,16,2021-08-15,1.0000,1200.0000,1200.0000,1,test,"X Abinash K",NULL,"2021-08-15 01:12:15","2021-08-15 01:12:15",1,87,NULL,NULL,1,0.0000
88,21,2021-08-19,1.0000,240.0000,240.0000,1,"RO Drinking Water","X Katie Selvaraj","X Katie Selvaraj","2021-08-19 09:40:26","2021-08-19 12:59:54",1,88,115,NULL,1,0.0000
89,19,2021-08-19,1.0000,50.0000,50.0000,1,Snacks,"x vivek Muthu","x vivek Muthu","2021-08-19 11:07:33","2021-08-19 11:08:35",0,89,117,NULL,1,0.0000
90,14,2021-09-11,1.0000,2000.0000,2000.0000,10,computer,"Elizabeth Diana","Abdul kalam","2021-09-11 09:45:01","2021-09-15 12:03:32",1,90,120,NULL,1,0.0000
91,14,2021-09-07,1.0000,2000.0000,2000.0000,1,monitor,"X Kaushal Karthi","John williams","2021-09-15 05:37:37","2021-09-17 11:05:34",1,91,130,NULL,1,0.0000
92,13,2021-09-07,1.0000,500.0000,500.0000,1,mouse,"X Kaushal Karthi","Abdul kalam","2021-09-15 05:37:37","2021-09-15 12:04:22",1,92,NULL,NULL,1,0.0000
93,13,2021-09-08,1.0000,1500.0000,1500.0000,9,charger,"Abdul kalam","Abdul kalam","2021-09-15 08:44:26","2021-09-15 12:01:34",1,93,NULL,NULL,1,0.0000
94,13,2021-09-15,1.0000,2500.0000,2500.0000,9,charger,"Elizabeth Diana","X Kaushal Karthi","2021-09-15 10:29:46","2021-09-16 07:00:44",1,94,127,NULL,1,0.0000
95,21,2021-09-25,1.0000,15000.0000,15000.0000,1,"goa trip","X Kaushal Karthi","Abdul kalam","2021-09-15 11:23:07","2021-09-15 12:02:34",1,95,125,NULL,1,0.0000
96,21,2021-09-11,1.0000,8600.0000,8600.0000,1,"ooty trip","Elizabeth Diana","Abdul kalam","2021-09-15 11:26:11","2021-09-15 12:05:05",1,96,124,NULL,1,0.0000
97,15,2021-09-16,1.0000,2000.0000,2000.0000,3,monitor,"x JamesJac williams","John williams","2021-09-16 10:50:09","2021-09-17 11:02:16",1,97,128,NULL,1,0.0000
98,21,2021-09-18,1.0000,20000.0000,20000.0000,1,"team out","x JamesJac williams","John williams","2021-09-16 11:00:04","2021-09-17 11:02:00",1,98,NULL,NULL,1,0.0000
99,21,2021-09-18,1.0000,20000.0000,20000.0000,3,outing,"John williams",NULL,"2021-09-17 11:07:21","2021-09-17 11:07:21",1,99,131,NULL,1,0.0000
100,13,2021-09-20,1.0000,2500.0000,2500.0000,8,UPS,"Sai Ram","X Anne Lily","2021-09-20 10:16:22","2021-09-21 05:48:25",1,100,132,NULL,1,0.0000
101,13,2021-09-20,1.0000,2500.0000,2500.0000,3,charger,"Alfred Leo","x JamesJac williams","2021-09-20 12:07:51","2021-12-05 08:07:08",1,101,NULL,NULL,1,0.0000
102,21,2021-09-25,1.0000,8600.0000,8600.0000,3,koonor,"Alfred Leo","x JamesJac williams","2021-09-20 12:20:11","2021-10-29 13:15:52",1,102,133,NULL,1,0.0000
103,13,2021-09-20,1.0000,2500.0000,2500.0000,3,charger,"X Anne Lily","Alfred Leo","2021-09-21 06:51:23","2021-09-21 11:38:04",1,103,134,NULL,1,0.0000
104,13,2021-09-21,1.0000,1500.0000,1500.0000,3,mouse,"Alfred Leo","x JamesJac williams","2021-09-21 11:40:19","2021-10-29 13:15:40",1,104,NULL,NULL,1,0.0000
105,15,2021-10-01,1.0000,2500.0000,2500.0000,3,charger,"x JamesJac williams","x JamesJac williams","2021-10-01 08:24:19","2021-12-05 08:18:38",1,105,135,NULL,1,0.0000
106,13,2021-10-15,1.0000,1500.0000,1500.0000,10,charger,"X Kaushal Karthi","X Kaushal Karthi","2021-10-15 08:57:00","2021-10-18 11:25:39",1,106,NULL,NULL,1,0.0000
107,15,2021-10-15,1.0000,2500.0000,2500.0000,3,monitor,"John williams",NULL,"2021-10-15 09:11:18","2021-10-15 09:11:18",1,107,NULL,NULL,1,0.0000
108,13,2021-10-15,2.0000,1000.0000,1000.0000,3,keyboard,"x JamesJac williams","X Kaushal Karthi","2021-10-15 11:31:27","2021-11-08 12:13:20",1,108,NULL,NULL,1,0.0000
109,13,2021-10-15,1.0000,500.0000,500.0000,3,accessories,"x JamesJac williams","X Kaushal Karthi","2021-10-15 11:41:37","2021-10-18 14:35:41",1,109,136,NULL,1,0.0000
110,13,2021-10-19,1.0000,500.0000,500.0000,3,mouse,"X Kaushal Karthi","X Kaushal Karthi","2021-10-18 14:32:12","2021-10-18 14:33:07",1,110,139,NULL,1,0.0000
111,13,2021-10-19,1.0000,2500.0000,2500.0000,3,gadgets,"X Kaushal Karthi",NULL,"2021-10-19 11:34:02","2021-10-19 11:34:02",1,111,140,NULL,1,0.0000
112,14,2021-10-27,1.0000,500.0000,500.0000,10,monitor,"Sai Ram","X Anne Lily","2021-10-27 11:02:14","2021-10-28 13:34:15",1,112,NULL,NULL,1,0.0000
113,14,2021-10-27,1.0000,500.0000,500.0000,10,monitor,"Sai Ram","Lynda Rose","2021-10-27 11:58:49","2021-10-28 15:25:12",1,113,NULL,NULL,1,0.0000
114,13,2021-10-27,1.0000,100.0000,100.0000,10,"usb cable","Sai Ram","Lynda Rose","2021-10-27 11:58:49","2021-10-28 15:24:30",1,114,NULL,NULL,1,0.0000
115,23,2021-10-27,1.0000,500.0000,500.0000,10,gadgets,"Sai Ram","Lynda Rose","2021-10-27 12:00:05","2021-10-28 15:56:15",1,115,NULL,NULL,1,0.0000
116,13,2021-10-27,1.0000,500.0000,500.0000,10,mouse,"Sai Ram","X Anne Lily","2021-10-27 12:00:05","2021-10-28 13:30:05",1,116,NULL,NULL,1,0.0000
117,13,2021-10-28,8.0000,24000.0000,24000.0000,3,monitor,"X Anne Lily","Lynda Rose","2021-10-28 12:57:20","2021-11-01 05:54:58",1,117,142,NULL,1,0.0000
118,13,2021-10-28,1.0000,1000.0000,1000.0000,3,monitor,"X Anne Lily","Alfred Leo","2021-10-28 13:07:31","2021-10-29 11:15:54",1,118,NULL,NULL,1,0.0000
119,23,2021-10-28,3.0000,1500.0000,1500.0000,3,mouse,"X Anne Lily","Alfred Leo","2021-10-28 13:07:32","2021-10-29 11:07:06",1,119,NULL,NULL,1,0.0000
120,13,2021-10-28,2.0000,400.0000,400.0000,3,usb,"X Anne Lily","Alfred Leo","2021-10-28 13:07:32","2021-10-29 11:14:30",1,120,NULL,NULL,1,0.0000
121,23,2021-10-28,2.0000,4000.0000,4000.0000,3,headset,"X Anne Lily","Alfred Leo","2021-10-28 13:07:32","2021-10-29 11:14:46",1,121,NULL,NULL,1,0.0000
122,13,2021-10-28,3.0000,7500.0000,7500.0000,3,charger,"X Anne Lily","Alfred Leo","2021-10-28 13:07:32","2021-10-29 11:15:22",1,122,NULL,NULL,1,0.0000
123,13,2021-10-28,2.0000,3000.0000,3000.0000,3,keyboard,"X Anne Lily","Alfred Leo","2021-10-28 13:07:32","2021-10-29 11:15:36",1,123,NULL,NULL,1,0.0000
124,13,2021-10-28,2.0000,4666.0000,4666.0000,3,monitor,"Lynda Rose",NULL,"2021-10-28 14:02:11","2021-10-28 14:02:11",1,124,NULL,NULL,1,0.0000
125,23,2021-10-29,1.0000,500.0000,500.0000,3,gadgets,"Alfred Leo","x JamesJac williams","2021-10-29 11:13:44","2021-10-29 13:13:51",1,125,NULL,NULL,1,0.0000
126,13,2021-10-29,1.0000,100.0000,100.0000,10,"usb cable","Alfred Leo","Lynda Rose","2021-10-29 11:13:44","2021-11-30 15:39:22",1,126,NULL,NULL,1,0.0000
127,17,2021-10-29,1.0000,35000.0000,35000.0000,3,Laptop,"x JamesJac williams","X Kaushal Karthi","2021-10-29 13:55:10","2021-11-08 12:13:07",1,127,NULL,NULL,1,0.0000
128,17,2021-11-01,1.0000,6000.0000,6000.0000,3,Laptop,"Abdul kalam","Lynda Rose","2021-11-01 05:36:45","2021-11-01 05:47:47",1,128,NULL,NULL,1,0.0000
129,13,2021-11-01,1.0000,2000.0000,2000.0000,3,monitor,"X Anne Lily","Lynda Rose","2021-11-01 06:00:51","2021-11-01 06:06:06",1,129,NULL,NULL,1,0.0000
130,13,2021-11-01,2.0000,1600.0000,1600.0000,3,keyboard,"X Anne Lily","Alfred Leo","2021-11-01 06:11:20","2021-11-09 11:45:44",1,130,NULL,NULL,1,0.0000
131,13,2021-11-01,3.0000,1500.0000,1500.0000,3,mouse,"X Anne Lily","Alfred Leo","2021-11-01 06:11:20","2021-11-09 11:45:25",1,131,NULL,NULL,1,0.0000
132,13,2021-11-01,2.0000,400.0000,400.0000,3,usb,"X Anne Lily","Alfred Leo","2021-11-01 06:11:21","2021-11-09 11:46:18",1,132,NULL,NULL,1,0.0000
133,23,2021-11-01,1.0000,500.0000,500.0000,3,gadgets,"Abdul kalam","Lynda Rose","2021-11-01 06:13:38","2021-11-01 06:14:13",1,133,NULL,NULL,1,0.0000
134,13,2022-04-04,1.0000,0.0000,0.0000,3,keyboard,"X Anne Lily","Alfred Leo","2021-11-01 06:22:01","2021-11-09 11:46:00",1,134,NULL,NULL,1,0.0000
135,15,2027-08-17,1.0000,-3000.0000,-3000.0000,8,gadgets,"Lynda Rose",NULL,"2021-11-01 08:26:50","2021-11-01 08:26:50",1,135,NULL,NULL,1,0.0000
136,13,2031-12-31,1.0000,2250.0000,2250.0000,2,monitor,"Lynda Rose","John williams","2021-11-01 08:27:43","2021-11-01 13:01:17",1,136,NULL,NULL,1,0.0000
137,22,2021-11-08,250.0000,500000.0000,500000.0000,10,monitor,"X Kaushal Karthi","Lynda Rose","2021-11-08 11:59:03","2021-11-08 12:30:33",1,137,NULL,NULL,1,0.0000
138,23,2021-11-15,1.0000,500.0000,500.0000,10,gadgets,"X Kaushal Karthi","Lynda Rose","2021-11-08 12:01:12","2021-11-08 12:29:05",1,138,NULL,NULL,1,0.0000
139,13,2021-11-09,5.0000,4495.0000,4495.0000,3,keybord,"Lynda Rose","Lynda Rose","2021-11-08 12:33:45","2021-11-08 12:35:11",1,139,NULL,NULL,1,0.0000
140,23,2021-11-08,2.0000,1266.0000,1266.0000,3,mouse,"Lynda Rose","Lynda Rose","2021-11-08 12:33:45","2021-11-08 12:35:00",1,140,NULL,NULL,1,0.0000
141,23,2021-11-10,1.0000,500.0000,500.0000,3," monitor","Abdul kalam","Lynda Rose","2021-11-10 07:54:01","2021-11-10 08:13:43",1,141,NULL,NULL,1,0.0000
142,13,2021-11-10,1.0000,500.0000,500.0000,4,keyboard,"X Anne Lily",NULL,"2021-11-10 08:18:39","2021-11-10 08:18:39",1,142,NULL,NULL,1,0.0000
143,23,2021-12-06,1.0000,500.0000,500.0000,9,gadgets,"x JamesJac williams",NULL,"2021-11-27 13:14:20","2021-11-27 13:14:20",1,143,NULL,NULL,1,0.0000
